timestamp,open,high,low,close,volume
2023-09-13,63.1300,64.1800,60.3100,62.8400,100093004
2023-08-31,76.1900,76.2800,57.2900,62.5100,424127288
2023-07-31,67.1200,76.5400,65.6300,75.8200,266666533
2023-06-30,62.4100,69.2000,61.8300,66.7300,392720575
2023-05-31,76.0300,76.5000,58.9500,61.9900,491517983
2023-04-28,75.6250,77.9500,71.0300,76.0000,180697055
2023-03-31,73.6300,79.2651,71.0856,75.9400,276029878
2023-02-28,81.3400,88.6250,72.9800,73.6000,288566059
2023-01-31,73.6900,82.5348,73.3800,81.4900,255378258
2022-12-30,79.1100,80.7455,66.3850,71.2200,325142825
2022-11-30,85.0000,92.6200,71.1680,78.4100,343996785
2022-10-31,87.5300,95.5700,79.3501,83.5800,275613410
2022-09-30,92.2520,99.3000,84.1300,86.0700,265309497
2022-08-31,87.0500,103.0300,85.2701,93.4400,340357537
2022-07-29,69.8400,87.6200,68.5100,86.5300,263062509
2022-06-30,85.4700,89.3200,67.5800,69.8400,318447681
2022-05-31,87.5500,92.8500,71.8312,85.2100,380152776
2022-04-29,116.0000,122.9180,82.1200,87.9300,371660966
2022-03-31,112.7300,122.8100,92.2500,115.6500,433680699
2022-02-28,172.7700,176.2000,94.5000,111.9300,671381948
2022-01-31,191.4100,196.0998,152.0800,171.9400,285114948
2021-12-31,187.7700,197.6900,179.1500,188.5800,276333468
2021-11-30,232.7000,233.5500,180.5000,184.8900,434239196
2021-10-29,261.4548,273.5100,231.7100,232.5900,250448491
2021-09-30,290.1000,296.7000,256.8900,260.2100,118302259
2021-08-31,276.8850,292.6500,266.6033,288.6600,134847584
2021-07-30,290.3300,310.1600,274.2100,275.5300,133921325
2021-06-30,261.0800,296.0100,256.1500,291.4800,131027571
2021-05-28,265.0600,265.8000,233.6100,260.0200,156470211
2021-04-30,248.0400,277.8600,245.7000,262.2900,133214375
2021-03-31,268.8950,277.5000,223.0900,242.8400,213450879
2021-02-26,238.3700,309.1400,235.4000,259.8500,232944516
2021-01-29,237.8000,254.3900,225.0000,234.3100,145835640
2020-12-31,217.1500,244.2500,206.6500,234.2000,158018524
2020-11-30,189.0100,216.0700,174.8100,214.1200,244240464
