timestamp,open,high,low,close,volume
2023-09-13,60.5000,65.6800,60.3850,62.6200,40235111
2023-08-31,77.6400,78.5800,56.1000,60.2100,185319696
2023-07-31,75.3000,81.2400,72.4500,77.7200,95093126
2023-06-30,67.6400,76.2700,66.8400,75.5900,122893659
2023-05-31,62.3000,71.2900,60.3300,68.3300,118563420
2023-04-28,65.8200,69.0700,61.7300,63.0500,72294858
2023-03-31,59.5400,66.5700,57.6250,66.4600,98944123
2023-02-28,52.1500,63.0200,51.4200,59.4400,118196211
2023-01-31,49.5300,54.5700,45.8800,52.3400,105936435
2022-12-30,53.6300,56.7060,47.0400,48.8900,93354507
2022-11-30,57.8600,58.2900,42.6101,53.1600,134081543
2022-10-31,49.5800,57.3350,45.7400,57.1600,106854871
2022-09-30,48.0400,55.9400,47.3700,49.1300,110319551
2022-08-31,59.0300,63.1600,48.3100,48.6900,139605151
2022-07-29,56.4000,63.5600,55.2100,59.6500,87876790
2022-06-30,296.2600,312.0300,55.1900,56.5800,44927784
2022-05-31,288.5600,309.6000,243.6300,294.1400,39200126
2022-04-29,341.0100,357.5800,287.6400,289.0100,18648182
2022-03-31,346.0500,352.9800,265.2750,341.7400,33620807
2022-02-28,297.8400,345.4500,275.9419,344.5200,26678946
2022-01-31,362.1241,362.1241,262.8400,297.2400,35179260
2021-12-31,337.6000,371.7700,289.2400,359.4000,36655315
2021-11-30,336.3400,355.3500,318.2650,332.1100,19874454
2021-10-29,291.1700,345.2500,284.7700,336.3400,16582225
2021-09-30,317.5400,322.0000,284.1400,292.0400,21209823
2021-08-31,274.2700,321.9000,270.1400,315.1400,21401196
2021-07-30,237.8550,276.9976,236.3601,272.2400,19191627
2021-06-30,220.1200,247.3300,211.6700,238.1900,18028641
2021-05-28,205.3100,221.0000,195.9600,218.5400,20723286
2021-04-30,186.7700,209.3900,185.4681,204.2300,21818976
2021-03-31,171.5100,193.8400,161.1300,184.4200,34723599
2021-02-26,146.3811,172.4100,145.5300,168.8500,25322140
2021-01-29,149.5700,155.3100,137.3100,144.7500,19425846
2020-12-31,124.3100,153.3299,120.3700,148.5300,22601358
2020-11-30,110.9800,124.1100,109.2700,123.2300,22913029
2020-10-30,118.6430,134.9400,106.7500,110.3700,29717870
2020-09-30,132.7400,134.4000,112.6100,117.8100,26650559
2020-08-31,140.0000,141.3850,123.0563,132.0050,29598324
2020-07-31,137.2700,151.9500,124.2400,138.3000,34311727
2020-06-30,139.8100,146.6300,126.8800,137.2700,34147591
2020-05-29,105.6400,149.6900,103.7600,139.2000,39154309
2020-04-30,96.9400,114.9800,96.0100,107.7400,43006612
2020-03-31,103.6200,110.4800,70.2000,101.1700,68390492
2020-02-28,115.8500,121.8200,98.0900,102.0600,31333455
2020-01-31,107.6000,120.4400,107.3800,115.3600,23594765
2019-12-31,105.2200,110.2800,99.7800,106.7600,22594413
2019-11-29,88.6600,106.0000,87.2500,105.1100,34090612
2019-10-31,77.5800,83.4700,74.5500,81.5600,25864968
2019-09-30,78.5100,81.4100,75.5600,76.7600,24104092
2019-08-30,80.4400,92.7900,77.1100,79.1800,38115382
2019-07-31,78.1100,88.6500,76.8800,80.3100,30372867
2019-06-28,72.3200,79.3150,68.8700,76.8300,30812511
2019-05-31,93.6400,93.6400,72.2400,72.4800,39394128
2019-04-30,84.5900,96.9600,82.4400,93.4200,38183874
2019-03-29,87.4100,88.3400,79.6600,83.9700,32325708
2019-02-28,76.6900,88.6000,76.3600,86.7900,37670774
2019-01-31,68.5800,77.5700,65.0600,76.5700,44596970
2018-12-31,76.2300,77.1800,64.4100,70.4300,42268431
2018-11-30,82.2000,84.0000,64.6500,73.8400,50080874
2018-10-31,93.0000,94.3700,76.0200,82.1800,87866642
2018-09-28,85.1000,92.3800,81.5600,92.2700,38178804
2018-08-31,63.2300,84.1200,63.0900,83.7600,34064341
2018-07-31,62.1700,68.8300,61.9000,62.9100,25020007
2018-06-29,61.5600,66.3200,60.8300,62.4300,34342572
2018-05-31,55.0100,62.1300,53.4000,61.1800,38055675
2018-04-30,53.1100,57.9800,52.0300,55.3600,28093317
2018-03-29,50.7200,55.3400,49.2500,53.5800,31003064
2018-02-28,45.7500,51.0000,43.6700,50.4700,40224202
2018-01-31,43.7600,46.4300,43.4800,46.0400,31352121
2017-12-29,41.9800,45.6400,40.5000,43.6900,28085560
2017-11-30,39.4200,42.3100,38.1200,42.0600,32869922
2017-10-31,35.9100,40.5600,35.9100,39.4100,33175839
2017-09-29,38.4100,39.5100,35.4400,35.8400,26070521
2017-08-31,37.1400,38.4200,35.8700,38.2000,25530188
2017-07-31,37.6700,41.5600,36.8000,36.9100,36033712
2017-06-30,39.8100,39.8700,35.7700,37.4400,37353997
2017-05-31,39.3000,41.3300,38.5400,39.3400,32264403
2017-04-28,38.5500,40.6400,36.9300,39.0000,34430753
2017-03-31,36.7700,38.5600,35.8268,38.3500,37169534
2017-02-28,33.2600,38.3250,32.7200,37.3500,35545221
2017-01-31,30.5600,33.3900,29.9000,33.2600,48114062
2016-12-30,30.1800,30.9400,28.5050,30.1200,56154520
2016-11-30,32.0000,33.5000,29.6000,30.1000,49569033
2016-10-31,36.9000,37.4800,29.0000,32.0600,74672161
2016-09-30,36.1100,37.3000,35.0600,36.9300,26858809
2016-08-31,34.8100,36.6432,32.4300,36.1400,33637381
2016-07-29,31.5000,37.3050,30.9200,34.6900,33865629
2016-06-30,34.0000,34.9300,29.8800,31.5900,34875137
2016-05-31,32.5200,34.6400,31.0800,34.2100,32525921
2016-04-29,30.2500,34.3400,28.0800,32.5100,47979742
2016-03-31,28.7500,31.0000,27.0800,30.6300,43190354
2016-02-29,27.9800,29.2000,23.1600,28.4000,57003209
2016-01-29,30.5400,30.9900,23.6400,28.1400,68866680
2015-12-31,36.2500,36.3300,29.8300,31.1700,38836217
2015-11-30,34.4600,37.2600,32.2800,36.0200,44982440
