timestamp,open,high,low,close,volume
2023-09-13,163.1200,172.6400,160.1000,168.4700,24266238
2023-08-31,161.0000,166.9900,140.5200,163.0300,85109505
2023-07-31,147.1800,163.4100,139.3700,161.6600,66933783
2023-06-30,146.7200,162.2500,141.3500,146.8700,91652152
2023-05-31,118.5600,161.7950,115.6700,160.1300,87267532
2023-04-28,135.5000,140.2100,119.4200,120.0500,68062102
2023-03-31,120.2300,138.3300,118.1502,137.2600,135805126
2023-02-28,105.9000,123.2403,105.1000,120.6900,83319678
2023-01-31,107.5000,109.0099,92.2500,105.9000,110875365
2022-12-30,118.6400,125.5500,98.7000,105.2900,100581932
2022-11-30,165.0000,168.4800,108.8900,117.6500,124631254
2022-10-31,166.6300,181.8400,142.3600,161.2000,56997086
2022-09-30,178.4500,195.2900,157.0600,164.8100,68520553
2022-08-31,180.7800,205.7300,178.3850,182.6100,82620601
2022-07-29,168.2400,194.8500,167.4700,183.6000,62384048
2022-06-30,163.0100,188.6800,150.6300,168.5600,96501072
2022-05-31,198.5000,207.8300,130.0000,159.9900,117559967
2022-04-29,225.3000,242.0000,197.8000,198.7600,79628930
2022-03-31,201.3300,232.3500,155.3600,227.0800,144590069
2022-02-28,182.0100,197.2500,153.5000,195.2100,72080043
2022-01-31,205.0000,205.5750,150.0200,180.6400,106610878
2021-12-31,220.6877,225.6000,185.7100,204.7500,89397410
2021-11-30,275.5413,298.4800,216.4900,217.1400,81778387
2021-10-29,246.6502,297.4000,235.6300,281.8000,53437092
2021-09-30,273.2200,285.4500,238.5700,245.7800,75830241
2021-08-31,254.2600,289.2400,227.2500,281.0000,90596464
2021-07-30,251.0000,272.6300,239.7100,253.6100,56149460
2021-06-30,223.2300,260.8200,204.5301,251.3100,96524386
2021-05-28,209.0000,225.9250,177.2874,222.1500,67099888
2021-04-30,188.7665,227.2000,184.7200,208.5100,72171846
2021-03-31,220.8192,231.1600,168.6700,182.5100,114733292
2021-02-26,216.5600,251.2800,198.1620,216.0000,62570322
2021-01-29,209.9600,238.5400,193.8600,215.8000,77818913
2020-12-31,153.5000,227.3599,138.2400,211.8200,135668071
2020-11-30,124.5500,155.0000,118.1000,153.2800,70009138
2020-10-30,139.5000,153.9000,120.4500,123.8400,90535865
2020-09-30,134.4400,153.1000,115.2500,137.3200,168634378
2020-08-31,114.4800,126.5499,93.3700,125.7300,86055989
2020-07-31,100.0000,118.5800,97.0600,113.2000,117779741
2020-06-30,90.5600,108.3357,88.8700,100.2900,208036709
2020-05-29,66.2800,88.0000,65.8000,87.8100,84576877
2020-04-30,54.0000,75.0000,53.5300,67.6600,101318363
2020-03-31,60.2000,60.9700,31.9500,55.6800,130474596
2020-02-28,61.1300,67.5600,54.3450,59.6400,87443236
2020-01-31,50.0300,64.0400,48.7901,61.0900,147649319
2019-12-31,58.5000,58.6000,46.3200,49.8700,103544913
2019-11-29,49.9400,60.0000,44.8000,58.0000,35830925
2019-10-31,58.3000,69.7000,44.5810,49.9100,61576858
2019-09-30,80.8500,87.7700,51.6100,58.3100,70479235
2019-08-30,90.0700,101.8800,78.8900,81.2800,43919060
2019-07-31,69.1000,96.1900,61.7211,89.0700,64428863
