timestamp,open,high,low,close,volume
2023-09-13,352.3100,353.4200,340.8300,346.8400,7519707
2023-08-31,351.4200,360.9800,340.2000,348.3400,19996149
2023-07-31,348.7700,366.9999,335.8200,352.3400,23137435
2023-06-30,324.4700,354.9400,320.0100,351.9100,27287358
2023-05-31,340.2200,354.4600,321.6150,323.5700,29684186
2023-04-28,315.0000,346.2900,313.4700,340.7300,19832129
2023-03-31,289.0600,316.3100,283.6000,315.0700,25697445
2023-02-28,321.5000,323.0999,285.3100,290.2900,24508561
2023-01-31,288.6100,325.1900,282.2100,323.1000,29204078
2022-12-30,318.5500,324.7500,284.4000,288.7800,26274093
2022-11-30,312.4400,323.6100,288.8300,316.4000,32628343
2022-10-31,293.7100,316.4800,283.5800,312.0000,31802439
2022-09-30,281.6500,296.1400,276.5700,289.5400,29418395
2022-08-31,279.7900,305.9500,271.6100,281.7600,29780734
2022-07-29,280.1700,296.8409,275.6500,280.4100,29242147
2022-06-30,275.3300,293.1700,243.1700,281.7900,36170718
2022-05-31,264.1550,276.0000,233.0100,268.6500,39651614
2022-04-29,261.5500,292.7500,259.0400,273.2200,34436178
2022-03-31,229.1900,263.5800,228.5000,260.9700,32972797
2022-02-28,242.3900,254.9300,225.2800,230.0200,33464901
2022-01-31,218.3800,244.4100,214.6600,243.0500,38637619
2021-12-31,195.5900,224.4900,194.1000,219.6000,44809774
2021-11-30,184.1800,198.5300,179.9600,186.9400,42152282
2021-10-29,180.1600,187.8800,176.3600,184.9300,32018028
2021-09-30,200.6200,202.5500,180.0200,181.3900,28334713
2021-08-31,200.6500,204.0000,188.8400,200.2900,44719608
2021-07-30,201.2600,204.8800,193.8800,201.5800,43466249
2021-06-30,209.4900,217.2600,185.3250,201.6300,69150891
2021-05-28,217.2700,219.6900,204.6200,208.6300,28156043
2021-04-30,215.8900,222.7800,209.5300,218.2000,34862891
2021-03-31,212.6800,220.6318,205.8501,214.8900,43629918
2021-02-26,231.0000,232.3800,204.6200,212.5500,48817940
2021-01-29,237.9100,242.9900,222.3100,229.0800,34907834
2020-12-31,227.4700,239.7100,220.9300,236.3400,31020159
2020-11-30,211.1400,232.1700,202.5650,227.7500,43932992
2020-10-30,272.9000,280.9900,203.5100,208.3600,59346877
2020-09-30,277.8700,283.4500,253.9700,272.1200,27963123
2020-08-31,274.2000,280.5900,261.3000,279.1200,23635950
2020-07-31,290.5000,306.0800,268.2500,272.0000,30788606
2020-06-30,285.4200,299.2100,261.2800,290.3100,40839921
2020-05-29,249.2600,295.5525,248.0000,287.9600,41594095
2020-04-30,232.1200,277.7999,222.3900,251.2000,48280849
2020-03-31,224.4300,246.0600,197.4700,237.9500,56089747
2020-02-28,230.7600,249.8500,215.5000,224.0300,30658665
2020-01-31,220.2400,239.4000,214.5500,227.0500,27950710
2019-12-31,222.9600,225.6600,216.0100,218.9500,26084997
2019-11-29,196.2400,223.7300,195.0150,221.7500,27458486
2019-10-31,169.2400,200.0000,165.2300,195.4800,29892544
2019-09-30,180.5500,182.1500,165.5300,169.4200,22898749
2019-08-30,173.4200,188.4400,170.1300,180.0200,27568640
2019-07-31,185.0700,185.1400,165.2700,166.6200,24044735
2019-06-28,166.8700,186.3300,165.7962,183.3800,23736031
2019-05-31,168.7600,175.9400,164.0700,166.1800,24478052
2019-04-30,185.2000,191.7100,163.6810,168.9800,28209562
2019-03-29,189.9500,193.8900,173.5900,183.9500,29716101
2019-02-28,190.9200,193.0300,178.4000,188.7500,24880896
2019-01-31,161.2100,195.8100,160.9500,190.9100,35889199
2018-12-31,182.6000,187.7600,151.8000,165.7100,28016873
2018-11-30,169.5100,185.5700,157.2850,180.7900,28387863
2018-10-31,193.2400,194.9200,153.0000,169.4600,37110483
2018-09-28,183.2300,193.7800,174.2300,192.7400,20693377
2018-08-31,175.2600,186.4400,171.8100,184.4000,22054156
2018-07-31,168.4000,183.3900,164.7000,175.0500,31731914
2018-06-29,154.8600,172.0000,144.0700,169.9600,44252905
2018-05-31,153.1400,158.4600,145.7800,154.0000,29912593
2018-04-30,161.5300,166.1200,152.6050,153.1600,31930436
2018-03-29,165.6800,178.2500,158.3600,162.9800,30675286
2018-02-28,174.1100,174.9550,146.2100,166.0300,39265641
2018-01-31,150.0000,171.2600,147.7200,166.8700,35510352
2017-12-29,143.0900,152.7000,136.5000,149.8600,28863318
2017-11-30,147.3500,152.0000,142.0100,144.2900,26597853
2017-10-31,151.2300,158.0400,139.0500,146.2300,34863928
2017-09-29,160.7600,163.6400,147.3000,152.0400,29645308
2017-08-31,153.0300,160.8500,147.1800,160.5400,28009302
2017-07-31,129.4900,167.8600,125.5000,151.8200,54258019
2017-06-30,124.0000,137.2600,120.7700,128.8700,42878378
2017-05-31,118.9800,123.7800,113.6600,123.6000,35501779
2017-04-28,109.0100,120.5000,107.2400,118.3000,37070563
2017-03-31,91.8000,111.8800,88.8700,109.3500,34705488
2017-02-28,85.9800,91.9500,84.3300,90.6200,28673630
2017-01-31,74.4300,87.9100,73.3400,85.8700,39586477
2016-12-30,81.8500,82.5300,71.4600,73.6700,42198698
2016-11-30,75.0900,97.9300,73.3050,81.6100,43615982
2016-10-31,86.4600,88.2400,74.9500,75.8600,40009954
2016-09-30,95.0300,98.0500,83.5000,87.2100,33941896
2016-08-31,97.3100,103.7300,94.0100,94.5100,25455711
2016-07-29,85.6700,98.5000,85.1700,97.0000,28003607
2016-06-30,92.9000,96.4900,79.5900,86.0200,34504473
2016-05-31,84.2400,93.6000,80.2500,93.1500,36687900
2016-04-29,79.0200,91.7800,75.9200,84.3400,50668496
2016-03-31,86.1300,93.4200,75.9000,79.4900,47891799
2016-02-29,91.9200,96.3500,78.5100,85.4900,53850229
2016-01-29,123.0300,124.9600,81.9800,90.7500,61251111
2015-12-31,131.0000,132.8100,113.7300,125.8300,33724223
2015-11-30,123.6000,134.7100,116.7800,129.3600,28392608
2015-10-30,103.2000,129.1300,101.4875,124.7400,50968759
2015-09-30,124.0700,136.9700,97.4500,104.1400,46460303
2015-08-31,134.8800,143.4500,112.8900,127.5200,37014231
2015-07-31,124.1100,136.3600,120.8800,135.0000,39055315
2015-06-30,128.4800,132.9800,121.3900,123.4800,28043377
2015-05-29,123.9200,131.4200,121.0166,128.2900,31623489
2015-04-30,117.5900,137.5000,113.6800,123.2800,31212270
2015-03-31,120.6200,136.3300,116.6100,117.9700,44385002
2015-02-27,110.3100,121.5000,103.7500,119.4300,27548352
2015-01-30,119.9700,127.6900,110.0000,110.1400,33222131
2014-12-31,117.8900,124.3500,108.7000,118.8000,37264866
2014-11-28,112.6400,120.9100,109.3400,117.8800,25025183
2014-10-31,112.8800,115.2400,96.4300,112.6400,40746828
2014-09-30,94.2900,116.8800,90.9900,112.3100,41366475
